,Species_name,GAskew,Gene_name,TCskew,Stg-Sac
93,Labiotermes labralis,-0.2087227414330218,['COX2'],-0.4725274725274725,48
94,Labiotermes labralis,-0.22666666666666666,['ATP8'],-0.7619047619047619,3
95,Labiotermes labralis,-0.28402366863905326,['ATP6'],-0.5626822157434402,45
96,Labiotermes labralis,-0.12,['COX3'],-0.3785900783289817,74
97,Labiotermes labralis,-0.19318181818181818,['ND3'],-0.5232558139534884,29
98,Labiotermes labralis,-0.6718266253869969,['ND5'],-0.012269938650306749,-140
99,Labiotermes labralis,-0.6714975845410628,['ND4'],0.08527131782945736,-127
100,Labiotermes labralis,-0.7877094972067039,['ND4L'],-0.04854368932038835,-24
101,Labiotermes labralis,-0.3302752293577982,['ND6'],-0.6756756756756757,31
102,Labiotermes labralis,-0.12802768166089964,['CYTB'],-0.44543828264758495,111
103,Labiotermes labralis,-0.6746575342465754,['ND1'],0.03529411764705882,-90
104,Macrotermes yunnanensis,-0.10211946050096339,,-0.5009746588693957,110
105,Macrotermes yunnanensis,-0.046753246753246755,,-0.3909677419354839,203
106,Macrotermes yunnanensis,0.013071895424836602,,-0.5067024128686327,71
107,Macrotermes yunnanensis,-0.05555555555555555,,-0.8666666666666667,8
108,Macrotermes yunnanensis,-0.021806853582554516,,-0.6,81
109,Macrotermes yunnanensis,0.03571428571428571,,-0.42065491183879095,97
110,Macrotermes yunnanensis,-0.028901734104046242,['ND3'],-0.6132596685082873,43
111,Macrotermes yunnanensis,-0.6859035004730369,,0.1583710407239819,-179
112,Macrotermes yunnanensis,-0.6749116607773852,,0.23983739837398374,-142
113,Macrotermes yunnanensis,-0.7704918032786885,,0.18095238095238095,-29
114,Macrotermes yunnanensis,-0.07407407407407407,,-0.717391304347826,61
115,Macrotermes yunnanensis,0.040145985401459854,,-0.5187713310580204,169
116,Macrotermes yunnanensis,-0.6677966101694915,,0.16905444126074498,-95
117,Ephelotermes taylori,-0.11281070745697896,['ND2'],-0.4577603143418468,90
118,Ephelotermes taylori,-0.09759188846641319,['COX1'],-0.3544973544973545,149
119,Ephelotermes taylori,-0.055900621118012424,['COX2'],-0.43768115942028984,58
120,Ephelotermes taylori,-0.14285714285714285,['ATP8'],-0.7752808988764045,9
121,Ephelotermes taylori,-0.0718562874251497,['ATP6'],-0.5872093023255814,81
122,Ephelotermes taylori,-0.025252525252525252,['COX3'],-0.3643410852713178,91
123,Ephelotermes taylori,-0.11731843575418995,['ND3'],-0.5542857142857143,36
124,Ephelotermes taylori,-0.6389452332657201,['ND5'],0.1171993911719939,-165
125,Ephelotermes taylori,-0.6173285198555957,['ND4'],0.1910569105691057,-137
126,Ephelotermes taylori,-0.7317073170731707,['ND4L'],0.010309278350515464,-23
127,Ephelotermes taylori,-0.1506849315068493,['ND6'],-0.6444444444444445,54
128,Ephelotermes taylori,0.005199306759098787,['CYTB'],-0.4362657091561939,123
129,Ephelotermes taylori,-0.6363636363636364,['ND1'],0.06705539358600583,-76
130,Nasutitermes macrocephalus,-0.0694980694980695,['ND2'],-0.4785992217898833,102
131,Nasutitermes macrocephalus,-0.08080808080808081,['COX1'],-0.29349269588313415,137
132,Nasutitermes macrocephalus,0.009287925696594427,['COX2'],-0.3867403314917127,69
133,Nasutitermes macrocephalus,-0.10810810810810811,['ATP8'],-0.7176470588235294,8
134,Nasutitermes macrocephalus,0.008902077151335312,['ATP6'],-0.5249266862170088,74
135,Nasutitermes macrocephalus,0.012594458438287154,['COX3'],-0.35233160621761656,92
136,Nasutitermes macrocephalus,-0.07262569832402235,['ND3'],-0.52,44
137,Nasutitermes macrocephalus,-0.591002044989775,['ND5'],0.16149068322981366,-132
138,Nasutitermes macrocephalus,-0.6251511487303507,['ND4'],0.17988394584139264,-128
139,Nasutitermes macrocephalus,-0.6574585635359116,['ND4L'],-0.009900990099009901,-23
140,Nasutitermes macrocephalus,-0.0892018779342723,['ND6'],-0.6287878787878788,58
141,Nasutitermes macrocephalus,0.07231040564373897,['CYTB'],-0.43915343915343913,156
142,Nasutitermes macrocephalus,-0.6070796460176991,['ND1'],0.20930232558139536,-81
143,Noditermes cristifrons,-0.13346228239845262,['ND2'],-0.49514563106796117,101
144,Noditermes cristifrons,-0.08280254777070063,['COX1'],-0.2736842105263158,127
145,Noditermes cristifrons,-0.08176100628930817,['COX2'],-0.4713896457765668,61
146,Noditermes cristifrons,-0.08108108108108109,['ATP8'],-0.788235294117647,4
147,Noditermes cristifrons,-0.12166172106824925,['ATP6'],-0.5290697674418605,70
148,Noditermes cristifrons,-0.1065989847715736,['COX3'],-0.35218508997429304,72
149,Noditermes cristifrons,-0.1657142857142857,['ND3'],-0.4972067039106145,31
150,Noditermes cristifrons,-0.6155419222903885,['ND5'],-0.020958083832335328,-103
151,Noditermes cristifrons,-0.5893719806763285,['ND4'],0.08139534883720931,-95
152,Noditermes cristifrons,-0.6956521739130435,['ND4L'],-0.10204081632653061,-20
153,Noditermes cristifrons,-0.1872146118721461,['ND6'],-0.5658914728682171,42
154,Noditermes cristifrons,-0.056140350877192984,['CYTB'],-0.40425531914893614,123
155,Noditermes cristifrons,-0.6215277777777778,['ND1'],0.0782608695652174,-70
156,Compositermes vindai,-0.1780821917808219,['ND2'],-0.5201535508637236,101
157,Compositermes vindai,-0.16793893129770993,['COX1'],-0.31225296442687744,121
158,Compositermes vindai,-0.13564668769716087,['COX2'],-0.5,69
159,Compositermes vindai,-0.2222222222222222,['ATP8'],-0.8160919540229885,5
160,Compositermes vindai,-0.1632047477744807,['ATP6'],-0.5465116279069767,57
161,Compositermes vindai,-0.14652956298200515,['COX3'],-0.4467005076142132,93
162,Compositermes vindai,-0.21839080459770116,['ND3'],-0.5888888888888889,37
163,Compositermes vindai,-0.6464646464646465,['ND5'],-0.0031645569620253164,-163
164,Compositermes vindai,-0.6543504171632897,['ND4'],0.08514851485148515,-127
165,Compositermes vindai,-0.7288135593220338,['ND4L'],-0.010101010101010102,-20
166,Compositermes vindai,-0.22790697674418606,['ND6'],-0.6679245283018868,43
167,Compositermes vindai,-0.12159709618874773,['CYTB'],-0.43257443082311736,111
168,Compositermes vindai,-0.6695957820738138,['ND1'],0.07647058823529412,-85
169,Microcerotermes serrula,-0.15163147792706333,['ND2'],-0.4911937377690802,81
170,Microcerotermes serrula,-0.1468354430379747,['COX1'],-0.32450331125827814,144
171,Microcerotermes serrula,-0.13738019169329074,['COX2'],-0.4745762711864407,51
172,Microcerotermes serrula,-0.3055555555555556,['ATP8'],-0.8160919540229885,8
173,Microcerotermes serrula,-0.10179640718562874,['ATP6'],-0.5348837209302325,59
174,Microcerotermes serrula,-0.09045226130653267,['COX3'],-0.4077922077922078,87
175,Microcerotermes serrula,-0.20454545454545456,['ND3'],-0.5617977528089888,31
176,Microcerotermes serrula,-0.6428571428571429,['ND5'],0.053763440860215055,-147
177,Microcerotermes serrula,-0.6131479140328698,['ND4'],0.12114989733059549,-112
178,Microcerotermes serrula,-0.7608695652173914,['ND4L'],-0.061224489795918366,-24
179,Microcerotermes serrula,-0.12554112554112554,['ND6'],-0.6245210727969349,48
180,Microcerotermes serrula,-0.05338078291814947,['CYTB'],-0.4125874125874126,122
181,Microcerotermes serrula,-0.6626916524701874,['ND1'],0.1394658753709199,-85
182,Cephalotermes rectangularis,-0.1218568665377176,['ND2'],-0.49902912621359224,106
183,Cephalotermes rectangularis,-0.1414141414141414,['COX1'],-0.29349269588313415,137
184,Cephalotermes rectangularis,-0.09717868338557993,['COX2'],-0.4827586206896552,67
185,Cephalotermes rectangularis,-0.08333333333333333,['ATP8'],-0.7931034482758621,9
186,Cephalotermes rectangularis,-0.04819277108433735,['ATP6'],-0.5644699140401146,71
187,Cephalotermes rectangularis,-0.050505050505050504,['COX3'],-0.3850129198966408,93
188,Cephalotermes rectangularis,-0.10982658959537572,['ND3'],-0.5542857142857143,37
189,Cephalotermes rectangularis,-0.6472945891783567,['ND5'],0.0715372907153729,-136
190,Cephalotermes rectangularis,-0.6328963051251489,['ND4'],0.1485148514851485,-124
191,Cephalotermes rectangularis,-0.7513513513513513,['ND4L'],0.02912621359223301,-25
192,Cephalotermes rectangularis,-0.07272727272727272,['ND6'],-0.6654275092936803,64
193,Cephalotermes rectangularis,0.014388489208633094,['CYTB'],-0.4359861591695502,143
194,Cephalotermes rectangularis,-0.6427320490367776,['ND1'],0.15384615384615385,-94
195,Microcerotermes progrediens,-0.057692307692307696,['ND2'],-0.46875,106
196,Microcerotermes progrediens,-0.06060606060606061,['COX1'],-0.301460823373174,168
197,Microcerotermes progrediens,-0.054313099041533544,['COX2'],-0.4519774011299435,67
198,Microcerotermes progrediens,0.027777777777777776,['ATP8'],-0.7471264367816092,12
199,Microcerotermes progrediens,-0.09036144578313253,['ATP6'],-0.5433526011560693,67
200,Microcerotermes progrediens,0.02313624678663239,['COX3'],-0.3756345177664975,103
201,Microcerotermes progrediens,-0.14619883040935672,['ND3'],-0.5444444444444444,38
202,Microcerotermes progrediens,-0.6049382716049383,['ND5'],0.12307692307692308,-141
203,Microcerotermes progrediens,-0.6104513064133017,['ND4'],0.20318725099601595,-131
204,Microcerotermes progrediens,-0.726775956284153,['ND4L'],-0.010101010101010102,-27
205,Microcerotermes progrediens,-0.07692307692307693,['ND6'],-0.5703125,52
206,Microcerotermes progrediens,0.0017699115044247787,['CYTB'],-0.3954305799648506,139
207,Microcerotermes progrediens,-0.6091549295774648,['ND1'],0.10650887573964497,-81
208,Odontotermes longignathus,-0.009784735812133072,['ND2'],-0.45489443378119004,111
209,Odontotermes longignathus,0.055341055341055344,['COX1'],-0.33852140077821014,204
210,Odontotermes longignathus,0.06583072100313479,['COX2'],-0.4777777777777778,75
211,Odontotermes longignathus,0.10526315789473684,['ATP8'],-0.7590361445783133,14
212,Odontotermes longignathus,0.06382978723404255,['ATP6'],-0.5681818181818182,79
213,Odontotermes longignathus,0.07142857142857142,['COX3'],-0.42065491183879095,108
214,Odontotermes longignathus,0.017543859649122806,['ND3'],-0.5519125683060109,43
215,Odontotermes longignathus,-0.6242424242424243,['ND5'],0.1962025316455696,-160
216,Odontotermes longignathus,-0.6374407582938388,['ND4'],0.29018789144050106,-133
217,Odontotermes longignathus,-0.7303370786516854,['ND4L'],0.16326530612244897,-24
218,Odontotermes longignathus,-0.038461538461538464,['ND6'],-0.6505576208178439,62
219,Odontotermes longignathus,0.09523809523809523,['CYTB'],-0.4930555555555556,167
220,Odontotermes longignathus,-0.6061643835616438,['ND1'],0.2688821752265861,-80
221,Humutermes krishnai,-0.12648221343873517,['ND2'],-0.4448669201520912,93
222,Humutermes krishnai,-0.10600255427841634,['COX1'],-0.29133858267716534,124
223,Humutermes krishnai,-0.12460063897763578,['COX2'],-0.489247311827957,67
224,Humutermes krishnai,-0.1232876712328767,['ATP8'],-0.7441860465116279,6
225,Humutermes krishnai,-0.14626865671641792,['ATP6'],-0.5335276967930029,57
226,Humutermes krishnai,-0.05612244897959184,['COX3'],-0.340153452685422,77
227,Humutermes krishnai,-0.15254237288135594,['ND3'],-0.480225988700565,28
228,Humutermes krishnai,-0.583417593528817,['ND5'],0.05529225908372828,-141
229,Humutermes krishnai,-0.5602836879432624,['ND4'],0.13253012048192772,-115
230,Humutermes krishnai,-0.7362637362637363,['ND4L'],0.02,-25
231,Humutermes krishnai,-0.1336405529953917,['ND6'],-0.6384615384615384,50
232,Humutermes krishnai,-0.08226691042047532,['CYTB'],-0.4226086956521739,135
233,Humutermes krishnai,-0.5630550621669627,['ND1'],0.03206997084548105,-43
234,Orthotermes depressifrons,-0.06641366223908918,['ND2'],-0.4613861386138614,100
235,Orthotermes depressifrons,-0.10519645120405577,['COX1'],-0.3148148148148148,128
236,Orthotermes depressifrons,-0.07006369426751592,['COX2'],-0.42209631728045327,51
237,Orthotermes depressifrons,-0.2602739726027397,['ATP8'],-0.7906976744186046,5
238,Orthotermes depressifrons,-0.03857566765578635,['ATP6'],-0.5542521994134897,69
239,Orthotermes depressifrons,-0.035897435897435895,['COX3'],-0.3486005089058524,94
240,Orthotermes depressifrons,-0.096045197740113,['ND3'],-0.5254237288135594,43
241,Orthotermes depressifrons,-0.6295546558704453,['ND5'],0.037481259370314844,-140
242,Orthotermes depressifrons,-0.6474820143884892,['ND4'],0.10196078431372549,-106
243,Orthotermes depressifrons,-0.7333333333333333,['ND4L'],-0.0392156862745098,-22
244,Orthotermes depressifrons,-0.0990990990990991,['ND6'],-0.6254681647940075,57
245,Orthotermes depressifrons,-0.03214285714285714,['CYTB'],-0.43205574912891986,123
246,Orthotermes depressifrons,-0.6591304347826087,['ND1'],0.11560693641618497,-85
247,Acidnotermes praus,-0.08317214700193423,['ND2'],-0.4407766990291262,82
248,Acidnotermes praus,-0.17197452229299362,['COX1'],-0.2657894736842105,115
249,Acidnotermes praus,-0.08974358974358974,['COX2'],-0.4670487106017192,61
250,Acidnotermes praus,-0.05,['ATP8'],-0.6962025316455697,6
251,Acidnotermes praus,-0.13095238095238096,['ATP6'],-0.5263157894736842,53
252,Acidnotermes praus,-0.07179487179487179,['COX3'],-0.31806615776081426,74
253,Acidnotermes praus,-0.19337016574585636,['ND3'],-0.4913294797687861,20
254,Acidnotermes praus,-0.583934088568486,['ND5'],0.013824884792626729,-106
255,Acidnotermes praus,-0.6114421930870083,['ND4'],0.13267326732673268,-105
256,Acidnotermes praus,-0.6966292134831461,['ND4L'],0.057692307692307696,-19
257,Acidnotermes praus,-0.1889400921658986,['ND6'],-0.6230769230769231,44
258,Acidnotermes praus,-0.07441016333938294,['CYTB'],-0.37653239929947463,102
259,Acidnotermes praus,-0.6225749559082893,['ND1'],0.12094395280235988,-88
260,Termes comis,-0.15708812260536398,['ND2'],-0.47058823529411764,82
261,Termes comis,-0.09182389937106918,['COX1'],-0.2906666666666667,122
262,Termes comis,-0.047619047619047616,['COX2'],-0.4659090909090909,62
263,Termes comis,-0.20588235294117646,['ATP8'],-0.7802197802197802,8
264,Termes comis,-0.018404907975460124,['ATP6'],-0.5269461077844312,66
265,Termes comis,-0.041025641025641026,['COX3'],-0.3994910941475827,103
266,Termes comis,-0.12849162011173185,['ND3'],-0.6114285714285714,37
267,Termes comis,-0.6421267893660532,['ND5'],0.08385093167701864,-142
268,Termes comis,-0.6294536817102138,['ND4'],0.1752988047808765,-128
269,Termes comis,-0.7653631284916201,['ND4L'],-0.009708737864077669,-28
270,Termes comis,-0.07981220657276995,['ND6'],-0.5869565217391305,43
271,Termes comis,0.045936395759717315,['CYTB'],-0.43661971830985913,133
272,Termes comis,-0.5979202772963604,['ND1'],0.15542521994134897,-85
273,Nasutitermes latifrons,-0.03275529865125241,['ND2'],-0.4580896686159844,120
274,Nasutitermes latifrons,-0.07924528301886792,['COX1'],-0.31739707835325365,145
275,Nasutitermes latifrons,-0.018633540372670808,['COX2'],-0.45454545454545453,77
276,Nasutitermes latifrons,0.013333333333333334,['ATP8'],-0.7380952380952381,9
277,Nasutitermes latifrons,-0.08059701492537313,['ATP6'],-0.5160349854227405,63
278,Nasutitermes latifrons,0.03740648379052369,['COX3'],-0.38219895287958117,90
279,Nasutitermes latifrons,-0.08379888268156424,['ND3'],-0.52,35
280,Nasutitermes latifrons,-0.6024590163934426,['ND5'],0.1393188854489164,-149
281,Nasutitermes latifrons,-0.6077015643802648,['ND4'],0.17738791423001948,-133
282,Nasutitermes latifrons,-0.7458563535911602,['ND4L'],0.04950495049504951,-22
283,Nasutitermes latifrons,-0.10185185185185185,['ND6'],-0.6168582375478927,49
284,Nasutitermes latifrons,0.038461538461538464,['CYTB'],-0.398576512455516,136
285,Nasutitermes latifrons,-0.6441281138790036,['ND1'],0.20679886685552407,-85
286,Nasutitermes exitiosus,-0.057692307692307696,['ND2'],-0.44921875,101
287,Nasutitermes exitiosus,-0.06463878326996197,['COX1'],-0.30952380952380953,171
288,Nasutitermes exitiosus,-0.062111801242236024,['COX2'],-0.45454545454545453,65
289,Nasutitermes exitiosus,-0.10810810810810811,['ATP8'],-0.7411764705882353,8
290,Nasutitermes exitiosus,-0.01466275659824047,['ATP6'],-0.5252225519287834,65
291,Nasutitermes exitiosus,-0.015,['COX3'],-0.3629242819843342,91
292,Nasutitermes exitiosus,-0.033707865168539325,['ND3'],-0.5113636363636364,49
293,Nasutitermes exitiosus,-0.6168898043254377,['ND5'],0.09984639016897082,-122
294,Nasutitermes exitiosus,-0.638118214716526,['ND4'],0.1766990291262136,-107
295,Nasutitermes exitiosus,-0.7303370786516854,['ND4L'],0.09615384615384616,-25
296,Nasutitermes exitiosus,-0.1152073732718894,['ND6'],-0.6,50
297,Nasutitermes exitiosus,0.08421052631578947,['CYTB'],-0.4432624113475177,159
298,Nasutitermes exitiosus,-0.6197183098591549,['ND1'],0.1436950146627566,-76
299,Rubeotermes jheringi,-0.18058252427184465,['ND2'],-0.47775628626692457,89
300,Rubeotermes jheringi,-0.18341708542713567,['COX1'],-0.308411214953271,99
301,Rubeotermes jheringi,-0.16614420062695925,['COX2'],-0.4918032786885246,58
302,Rubeotermes jheringi,-0.1891891891891892,['ATP8'],-0.7411764705882353,2
303,Rubeotermes jheringi,-0.1488095238095238,['ATP6'],-0.5185185185185185,42
304,Rubeotermes jheringi,-0.1524547803617571,['COX3'],-0.4090909090909091,82
305,Rubeotermes jheringi,-0.22093023255813954,['ND3'],-0.5494505494505495,38
306,Rubeotermes jheringi,-0.6343434343434343,['ND5'],-0.012658227848101266,-154
307,Rubeotermes jheringi,-0.6415770609318996,['ND4'],0.13095238095238096,-127
308,Rubeotermes jheringi,-0.7444444444444445,['ND4L'],-0.11764705882352941,-17
309,Rubeotermes jheringi,-0.21973094170403587,['ND6'],-0.642023346303502,42
310,Rubeotermes jheringi,-0.15302491103202848,['CYTB'],-0.42857142857142855,109
311,Rubeotermes jheringi,-0.648506151142355,['ND1'],0.052941176470588235,-84
312,Macrotermes gilvus,-0.10453648915187377,['ND2'],-0.4819047619047619,106
313,Macrotermes gilvus,-0.011703511053315995,['COX1'],-0.3711340206185567,209
314,Macrotermes gilvus,-0.03896103896103896,['COX2'],-0.48247978436657685,70
315,Macrotermes gilvus,-0.07894736842105263,['ATP8'],-0.8313253012048193,8
316,Macrotermes gilvus,0.009287925696594427,['ATP6'],-0.6089385474860335,93
317,Macrotermes gilvus,0.01808785529715762,['COX3'],-0.4292929292929293,109
318,Macrotermes gilvus,-0.017543859649122806,['ND3'],-0.6174863387978142,45
319,Macrotermes gilvus,-0.656441717791411,['ND5'],0.18600953895071543,-184
320,Macrotermes gilvus,-0.6817102137767221,['ND4'],0.16633266533066132,-133
321,Macrotermes gilvus,-0.8192090395480226,['ND4L'],0.030303030303030304,-22
322,Macrotermes gilvus,-0.041474654377880185,['ND6'],-0.68,56
323,Macrotermes gilvus,0.08256880733944955,['CYTB'],-0.4904679376083189,163
324,Macrotermes gilvus,-0.6902356902356902,['ND1'],0.28023598820059,-104
325,Lophotermes septentrionalis,-0.12761904761904763,['ND2'],-0.47534516765285995,91
326,Lophotermes septentrionalis,-0.09505703422053231,['COX1'],-0.3386243386243386,170
327,Lophotermes septentrionalis,-0.01567398119122257,['COX2'],-0.4482758620689655,57
328,Lophotermes septentrionalis,-0.09859154929577464,['ATP8'],-0.7954545454545454,9
329,Lophotermes septentrionalis,-0.015105740181268883,['ATP6'],-0.5446685878962536,69
330,Lophotermes septentrionalis,-0.0025188916876574307,['COX3'],-0.39896373056994816,108
331,Lophotermes septentrionalis,-0.096045197740113,['ND3'],-0.6045197740112994,39
332,Lophotermes septentrionalis,-0.656731757451182,['ND5'],0.10939907550077041,-165
333,Lophotermes septentrionalis,-0.6495828367103695,['ND4'],0.19603960396039605,-143
334,Lophotermes septentrionalis,-0.7666666666666667,['ND4L'],-0.0784313725490196,-24
335,Lophotermes septentrionalis,-0.14009661835748793,['ND6'],-0.6518518518518519,50
